Kategori,Isim,Kutle_Mgunes,Yaricap_Rgunes,Hiz_veq_kms,Acisal_Momentum_J,Evrenaki_Kutlesi_Mevr_kg
Konvektif (Gercek Gozlem),HD 63433,0.956,0.934,7.26,6.279082882727054e+41,5.605964792512539e+28
Konvektif (Gercek Gozlem),HD 114729,0.936,1.473,2.29,3.0582212693373442e+41,3.9123410842417826e+28
Konvektif (Gercek Gozlem),Kepler-107,1.238,1.447,3.6,6.2466403627096565e+41,5.591463697443462e+28
Konvektif (Gercek Gozlem),KOI-142,0.99,0.897,1.8,1.5482994846719399e+41,2.783746876070044e+28
Konvektif (Gercek Gozlem),TOI-2095,0.44,0.44,0.5565200486140419,1.0436166369947524e+40,7.227244628117431e+27
Konvektif (Gercek Gozlem),WASP-67,0.91,0.88,2.1,1.6289141116248002e+41,2.8552974068221695e+28
Konvektif (Gercek Gozlem),Teegarden's Star,0.097,0.12,2.0,2.2549546000800004e+39,3.3594730330007804e+27
Konvektif (Gercek Gozlem),TOI-2000,1.082,1.134,2.99,3.553581908153114e+41,4.217309004092725e+28
Konvektif (Gercek Gozlem),WASP-131,1.06,1.561,2.8,4.487677362539281e+41,4.739287674361703e+28
Radyatif (Gercek Gozlem),mu2 Sco,9.1,5.6,52.0,2.5667737516512e+44,1.1334335213734297e+30
Konvektif (Gercek Gozlem),Kepler-9,1.022,0.958,2.74,2.5984944537270264e+41,3.606310822208967e+28
Konvektif (Gercek Gozlem),HD 219828,1.04,1.56,2.9,4.5573329876256e+41,4.7759265501618155e+28
Konvektif (Gercek Gozlem),OGLE-TR-113,0.779,0.774,9.0,5.25624686713854e+41,5.12908782119884e+28
Konvektif (Gercek Gozlem),HD 156279,0.94,0.95,2.51,2.1711008974473004e+41,3.2964178828077297e+28
Konvektif (Gercek Gozlem),TIC 237913194,1.026,1.088,2.18,2.3571519321901824e+41,3.4347572284179093e+28
Konvektif (Gercek Gozlem),WASP-84,0.853,0.768,2.558,1.6231760193170996e+41,2.8502638650984903e+28
Konvektif (Gercek Gozlem),TOI-776,0.542,0.547,2.2,6.31777449411108e+40,1.7782151996740696e+28
Radyatif (Gercek Gozlem),WASP-61,1.82,1.55,10.3,2.8144603671093004e+42,1.1868609111336624e+29
Konvektif (Gercek Gozlem),Kepler-165,0.746,0.77,0.2,1.1127929736924e+40,7.462931329487673e+27
Konvektif (Gercek Gozlem),HD 27894,0.81,0.891767,1.5,1.0495001417964744e+41,2.2918886234816946e+28
Konvektif (Gercek Gozlem),TOI-2093,0.745,0.729,2.0,1.0521281083131002e+41,2.29475629381717e+28
Konvektif (Gercek Gozlem),HD 45364,0.82,0.89,1.0,7.069011456779998e+40,1.880968838700461e+28
Radyatif (Gercek Gozlem),HATS-11,1.33,1.54,3.8,7.5389486448276e+41,6.142676590854986e+28
Radyatif (Gercek Gozlem),TOI-1789,1.507,2.168,7.0,2.2152635246261518e+42,1.0529674747188974e+29
Konvektif (Gercek Gozlem),V1298 Tau,1.1,1.32,24.77,3.4837537519184404e+42,1.320462228333577e+29
Konvektif (Gercek Gozlem),HATS-29,1.032,1.073,2.35,2.520589414317156e+41,3.551839331138164e+28
Konvektif (Gercek Gozlem),TOI-942,0.822,0.894,14.24,1.0136176217016596e+42,7.122612771854213e+28
Konvektif (Gercek Gozlem),HD 110067,0.798,0.788,2.5,1.5227336463066001e+41,2.760668310582431e+28
Konvektif (Gercek Gozlem),K2-61,0.97,0.995,1.6,1.4957865513864e+41,2.7361321561847316e+28
Konvektif (Gercek Gozlem),Kepler-1329,0.72,0.69,8.7,4.1865440611176e+41,4.5775183210520925e+28
Konvektif (Gercek Gozlem),WISPIT 2,1.08,1.3,13.992543443077464,1.90291153290879e+42,9.759140201006562e+28
Konvektif (Gercek Gozlem),WASP-129,1.0,0.9,2.7,2.3537541573e+41,3.4322807778265805e+28
Konvektif (Gercek Gozlem),HD 86264,1.26,1.88,12.8,2.93692726139904e+42,1.2124081673528035e+29
Radyatif (Gercek Gozlem),WASP-33,1.495,1.444,85.6,1.7899338329793652e+43,2.99309668949894e+29
Konvektif (Gercek Gozlem),eps Eri,0.82,0.759106,2.4,1.4470460254140506e+41,2.6911842374073765e+28
Konvektif (Gercek Gozlem),GJ 3929,0.313,0.32,2.0,1.9403458139520002e+40,9.854664129370555e+27
Konvektif (Gercek Gozlem),HD 66141,1.1,21.4,4.7,1.0716652364418e+43,2.3159641344548234e+29
Konvektif (Gercek Gozlem),HAT-P-23,1.13,1.203,8.1,1.066556621297349e+42,7.306244745226141e+28
Radyatif (Gercek Gozlem),WASP-120,1.393,1.68443,15.1,3.431909744812689e+42,1.3106000705597784e+29
Radyatif (Gercek Gozlem),WASP-72,2.78,2.18,6.0,3.5221460975064e+42,1.3277183001818713e+29
Konvektif (Gercek Gozlem),HD 118203,1.27,2.04,5.89,1.4781006557455322e+42,8.601105266131538e+28
Konvektif (Gercek Gozlem),KOI-4777,0.41,0.4,2.0,3.1770838007999993e+40,1.2610043744699824e+28
Konvektif (Gercek Gozlem),HATS-4,1.001,0.925,0.7,6.278106471887249e+40,1.7726238832236802e+28
Konvektif (Gercek Gozlem),TOI-2076,0.849,0.758,5.27,3.2850526737111175e+41,4.0548372437903365e+28
Konvektif (Gercek Gozlem),HD 63433,0.99,0.912,7.26,6.349236147622367e+41,5.637194222022924e+28
Konvektif (Gercek Gozlem),Kepler-705,0.53,0.51,1.2843351499758422,3.362631219701931e+40,1.2973043623064808e+28
Konvektif (Gercek Gozlem),TOI-238,0.79,0.733,1.84,1.032057075126168e+41,2.2727628179062803e+28
Konvektif (Gercek Gozlem),HD 166724,0.81,0.797485,1.42,8.884862534902782e+40,2.108762230692922e+28
Radyatif (Gercek Gozlem),HD 131496,1.34,4.44,0.48,2.766201626522881e+41,3.720867235685789e+28
Konvektif (Gercek Gozlem),HD 163607,1.12,1.76,1.49,2.8449313129036803e+41,3.7734460987243977e+28
Radyatif (Gercek Gozlem),KOI-13,1.72,1.74,65.0,1.8842819083452e+43,3.0709673365420395e+29
Konvektif (Gercek Gozlem),AU Mic,0.51,0.744,8.5,3.1240419992963997e+41,3.9542187398175536e+28
Konvektif (Gercek Gozlem),TOI-1736,1.0373,1.4286,4.0,5.741559126045945e+41,5.360646617936321e+28
Konvektif (Gercek Gozlem),TOI-5789,0.821,0.833,1.2,7.949214774806761e+40,1.9946393090924374e+28
Konvektif (Gercek Gozlem),TOI-512,0.74,0.89,1.63,1.03983434380098e+41,2.281310170735229e+28
Radyatif (Gercek Gozlem),Kepler-419,1.39,1.74,14.41,3.375847781392086e+42,1.2998513392693193e+29
Radyatif (Gercek Gozlem),Kepler-433,1.46,2.26,11.0,3.5156756951315994e+42,1.3264981888456579e+29
Konvektif (Gercek Gozlem),HD 110113,0.997,0.968,1.74,1.6265768628052942e+41,2.8532482085100547e+28
Radyatif (Gercek Gozlem),HD 99706,1.46,5.52,0.89,6.947631357619679e+41,5.89685761383266e+28
Konvektif (Gercek Gozlem),GJ 3138,0.681,0.5,0.5952086081433603,1.9630942286688092e+40,9.912263333761785e+27
Konvektif (Gercek Gozlem),Kepler-444,0.758,0.752,2.0,1.10426134133952e+41,2.350921849028129e+28
Konvektif (Gercek Gozlem),HD 20781,0.7,0.833609,1.1,6.217387654200724e+40,1.7640310747640175e+28
Konvektif (Gercek Gozlem),TOI-1338 A,1.0936,1.313,3.6,5.007034166598173e+41,5.006019482987948e+28
Radyatif (Gercek Gozlem),Kepler-1115,1.6,1.73,200.0,5.36229753696e+43,5.180571977186574e+29
Konvektif (Gercek Gozlem),Gl 410,0.55,0.543,1.9721359159265468,5.704980810955341e+40,1.6897768347414692e+28
Konvektif (Gercek Gozlem),HD 95544,1.01,1.088,3.3,3.51252185828544e+41,4.19287365429822e+28
Konvektif (Gercek Gozlem),HD 159243,1.125,1.12,3.8,4.6377674506800004e+41,4.817888469309216e+28
Konvektif (Gercek Gozlem),Kepler-33,1.291,1.82,3.4,7.738047187841878e+41,6.223259990078633e+28
Konvektif (Gercek Gozlem),K2-18,0.359,0.411,0.5386946301939971,7.698989784705829e+39,6.207534325795958e+27
Konvektif (Gercek Gozlem),WASP-92,1.19,1.341,5.73,8.856970286610537e+41,6.658016267152428e+28
Konvektif (Gercek Gozlem),tau Cet,0.783,0.83,1.3,8.183480148452701e+40,2.0238171632181815e+28
Radyatif (Gercek Gozlem),TOI-201,1.32,1.31,9.52,1.5945458138850244e+42,8.933481840360077e+28
Radyatif (Gercek Gozlem),WASP-16,1.78,1.14,3.2,6.2896960473984e+41,5.610700508598654e+28
Konvektif (Gercek Gozlem),GJ 887,0.495,0.468,2.5,5.609780741565001e+40,1.6756187122526865e+28
Konvektif (Gercek Gozlem),Kepler-1654,1.011,1.179,2.0,2.3091374396071796e+41,3.3995947468012087e+28
Konvektif (Gercek Gozlem),GJ 740,0.58,0.56,0.92,2.8944008323776005e+40,1.2035983820419726e+28
Konvektif (Gercek Gozlem),Kepler-68,1.057,1.2564,0.5,6.43172912851014e+40,1.7941804947950396e+28
Radyatif (Gercek Gozlem),TOI-1181,1.467,1.961,10.6,2.9537137129924246e+42,1.2158680815318331e+29
Radyatif (Gercek Gozlem),HD 177830,1.7,3.26,0.68,3.6503143074216e+41,4.274323499512699e+28
Konvektif (Gercek Gozlem),TOI-1853,0.837,0.808,1.3,8.51598715240728e+40,2.064523148825335e+28
Radyatif (Gercek Gozlem),HD 60532,1.5,2.57,8.0,2.98723367124e+42,1.2227477039714969e+29
Konvektif (Gercek Gozlem),HD 209458,1.23,1.19,4.4,6.2382040428708006e+41,5.587686682054642e+28
Konvektif (Gercek Gozlem),GJ 676 A,0.626,0.69,1.6,6.6941930581344e+40,1.8304226222496387e+28
Radyatif (Gercek Gozlem),WASP-78,1.87,2.46,7.1,3.163660621741621e+42,1.2583376830546743e+29
Konvektif (Gercek Gozlem),TOI-2989,0.77,0.76,2.0,1.133676487944e+41,2.3820278118057766e+28
Konvektif (Gercek Gozlem),Kepler-424,1.01,0.94,0.5,4.5980539031700005e+40,1.517012946505357e+28
Radyatif (Gercek Gozlem),TOI-163,1.4352,1.648,14.08,3.225723323403829e+42,1.2706203751867644e+29
Konvektif (Gercek Gozlem),TOI-431,0.78,0.731,2.5,1.3807238121495001e+41,2.628788616518612e+28
Konvektif (Gercek Gozlem),GJ 480,0.45,0.449,0.4516130522821341,8.83853256640198e+39,6.651082598475352e+27
Konvektif (Gercek Gozlem),gam Psc,0.99,11.2,1.67,1.7935955382945597e+42,9.47467922735061e+28
Konvektif (Gercek Gozlem),Kepler-65,1.25,1.41,10.4,1.77548616063e+42,9.42672643088271e+28
Konvektif (Gercek Gozlem),WASP-186,1.22,1.47,15.6,2.70992074933944e+42,1.1646101027215422e+29
Konvektif (Gercek Gozlem),DMPP-3 A,0.9,0.91,1.97,1.5628055843673001e+41,2.796757009753995e+28
Radyatif (Gercek Gozlem),WASP-118,1.32,1.696,9.68,2.099084699096986e+42,1.0249843620714338e+29
Konvektif (Gercek Gozlem),TOI-880,0.87,0.83,1.57,1.0981251139376701e+41,2.344380875920065e+28
Konvektif (Gercek Gozlem),TOI-1278,0.54,0.573,1.1,3.2968249896581998e+40,1.284547608065379e+28
Konvektif (Gercek Gozlem),HD 220689,1.016,1.068,2.3,2.417395020322464e+41,3.478372345765776e+28
Konvektif (Gercek Gozlem),Kepler-444,0.758,0.752,2.0,1.10426134133952e+41,2.350921849028129e+28
Konvektif (Gercek Gozlem),K2-107,1.3,1.81,4.6,1.0484182818018003e+42,7.243851701792879e+28
Konvektif (Gercek Gozlem),GJ 887,0.495,0.468,2.5,5.609780741565001e+40,1.6756187122526865e+28
Konvektif (Gercek Gozlem),TOI-1450 A,0.48,0.483,0.6981796973521617,1.5678712995247533e+40,8.858444390142713e+27
Konvektif (Gercek Gozlem),WASP-132,0.789,0.758,3.3,1.911679025562306e+41,3.0932124225313774e+28
Konvektif (Gercek Gozlem),V1298 Tau,1.1,1.32,24.77,3.4837537519184404e+42,1.320462228333577e+29
Konvektif (Gercek Gozlem),LHS 1140,0.1844,0.2159,0.08338145627742653,3.2154211305893725e+38,1.268589722952171e+27
Radyatif (Gercek Gozlem),HD 106906,1.5,2.12351,49.12,1.5155098178809026e+43,2.7541122387492017e+29
Konvektif (Gercek Gozlem),HAT-P-36,1.03,1.041,3.58,3.7181405909023745e+41,4.313851210551733e+28
Konvektif (Gercek Gozlem),HAT-P-12,0.733,0.701,0.5,2.4885525924031497e+40,1.1160294879704542e+28
Konvektif (Gercek Gozlem),HD 190647,1.069,1.376,1.83,2.6073663440059865e+41,3.6124619861849844e+28
Konvektif (Gercek Gozlem),GJ 3473,0.36,0.364,2.0,2.5385674466880004e+40,1.1271886610597278e+28
Konvektif (Gercek Gozlem),TOI-216,0.77,0.748,0.84,4.68626059805904e+40,1.5314946212129915e+28
Konvektif (Gercek Gozlem),HD 37605,0.94,0.91,1.0,8.28560208294e+40,2.0364056544459552e+28
Konvektif (Gercek Gozlem),Kepler-1455,0.62,0.6,1.656967195158918,5.970513390003246e+40,1.7286540833670467e+28
Konvektif (Gercek Gozlem),TOI-4311,0.816,0.8441,1.1,7.338910149947377e+40,1.9165406865435613e+28
Konvektif (Gercek Gozlem),EPIC 220674823,0.913,0.99,2.62,2.293834550541534e+41,3.3883112912059574e+28
Konvektif (Gercek Gozlem),TOI-1774,0.991,1.1303,2.0,2.1699623778438057e+41,3.2955534530304326e+28
Konvektif (Gercek Gozlem),TOI-2134,0.744,0.709,2.0,1.0218896320651203e+41,2.261539900830549e+28
Konvektif (Gercek Gozlem),TOI-2076,0.849,0.758,5.27,3.2850526737111175e+41,4.0548372437903365e+28
Konvektif (Gercek Gozlem),HD 5388,1.21,1.91,4.2,9.402056451988202e+41,6.859835245801502e+28
Konvektif (Gercek Gozlem),ROXs 12,0.87,1.06627,7.2,6.469545414562121e+41,5.69035211388457e+28
Radyatif (Gercek Gozlem),TOI-558,1.349,1.496,7.8,1.524730094771083e+42,8.735720780571588e+28
Konvektif (Gercek Gozlem),KOI-94,1.277,1.52,7.3,1.372499427047112e+42,8.288164152414754e+28
Konvektif (Gercek Gozlem),HD 23472,0.67,0.71,1.45,6.681223194691502e+40,1.8286485591547244e+28
Konvektif (Gercek Gozlem),K2-108,1.17,1.76,2.83,5.64468604395696e+41,5.3152311240139394e+28
Konvektif (Gercek Gozlem),TOI-1859,1.287,1.36,12.49,2.1175551019671052e+42,1.0294840398820783e+29
Konvektif (Gercek Gozlem),CoRoT-27,1.05,1.08,4.0,4.393674426960001e+41,4.689388286045132e+28
Konvektif (Gercek Gozlem),Kepler-51,1.04,0.94,5.784136194436206,5.477148674357631e+41,5.235757493268426e+28
Konvektif (Gercek Gozlem),HD 5278,1.126,1.194,4.1,5.339264066853443e+41,5.169433564487009e+28
Konvektif (Gercek Gozlem),K2-237,1.256,1.236,11.76,1.7683582723861016e+42,9.407785076166676e+28
Konvektif (Gercek Gozlem),WASP-156,0.8712,0.8268,2.0,1.3954142601951552e+41,2.6427363387845006e+28
Konvektif (Gercek Gozlem),HD 290327,0.84,0.95,1.44,1.1130641881632e+41,2.3602736774892544e+28
Konvektif (Gercek Gozlem),PDS 70,0.982,1.26,17.27,2.0698038811454003e+42,1.0178103352055094e+29
Konvektif (Gercek Gozlem),HD 2039,1.23,1.19,3.25,4.6077643498477505e+41,4.802279004063761e+28
Konvektif (Gercek Gozlem),Kepler-1336,0.94,1.3,1.4,1.6571204165880002e+41,2.8799124950107287e+28
Konvektif (Gercek Gozlem),TOI-216,0.77,0.748,0.84,4.68626059805904e+40,1.5314946212129915e+28
Konvektif (Gercek Gozlem),HD 89307,1.27,1.1,3.21,4.3436644157907006e+41,4.662623954501864e+28
Konvektif (Gercek Gozlem),TOI-2328,0.95,0.9,2.61,2.1615309011205e+41,3.2891447184003747e+28
Konvektif (Gercek Gozlem),Kepler-453,0.944,0.833,1.9,1.447189567609968e+41,2.6913177124001765e+28
Konvektif (Gercek Gozlem),HD 5319,1.27,4.06,3.31,1.653151192807842e+42,9.096169520206427e+28
Konvektif (Gercek Gozlem),HD 196067,1.16,1.71,1.45,2.7859731614442e+41,3.734141081539078e+28
Konvektif (Gercek Gozlem),HD 114386,0.6,0.76,1.0,4.416921381599999e+40,1.4868326611162946e+28
Konvektif (Gercek Gozlem),TOI-2524,1.007,1.119,2.2,2.4012482668033857e+41,3.4667361586383437e+28
Konvektif (Gercek Gozlem),HATS-2,0.904,0.876,1.5,1.15058477295216e+41,2.399725514992935e+28
Radyatif (Gercek Gozlem),HIP 67537,2.316,8.69,2.3,4.483745915060411e+42,1.4980377413819754e+29
Radyatif (Gercek Gozlem),HD 4313,1.63,5.14,1.91,1.550025764778582e+42,8.807886642437852e+28
Konvektif (Gercek Gozlem),HD 83443,1.0,0.94,1.3,1.1836574404199998e+41,2.4339702984041347e+28
Konvektif (Gercek Gozlem),WASP-106,1.175,1.47,7.0,1.1711379867232503e+42,7.65607698831546e+28
Konvektif (Gercek Gozlem),HD 93083,0.836,0.837,0.9,6.09998927405868e+40,1.7472972513897154e+28
Konvektif (Gercek Gozlem),TOI-1259 A,0.746,0.715,1.28,6.61316967222912e+40,1.8193116090558552e+28
Konvektif (Gercek Gozlem),HD 133131 A,0.95,0.955014,4.0,3.515184796939452e+41,4.1944627191333405e+28
Konvektif (Gercek Gozlem),HD 214823,1.115,2.04,5.7,1.25584117182342e+42,7.928109074973406e+28
Konvektif (Gercek Gozlem),K2-181,0.96,1.06,2.1,2.0699088411456003e+41,3.218680492039842e+28
Konvektif (Gercek Gozlem),HD 88986,1.25,1.543,3.3,6.165165017261251e+41,5.554879095720656e+28
Konvektif (Gercek Gozlem),HD 215152,0.77,0.73,3.35,1.82395121793885e+41,3.0214044705515543e+28
Konvektif (Gercek Gozlem),HD 219134,0.81,0.778,0.4,2.4416276458392e+40,1.1054573075331215e+28
Konvektif (Gercek Gozlem),WASP-123,1.166,1.285,1.0,1.4512976919441001e+41,2.6951349153488463e+28
Konvektif (Gercek Gozlem),TOI-824,0.71,0.695,2.165,1.0347987144078674e+41,2.275779590554437e+28
Konvektif (Gercek Gozlem),TOI-2202,0.823,0.794,1.7,1.076029271001594e+41,2.3206748774644985e+28
Konvektif (Gercek Gozlem),Kepler-411,0.87,0.82,3.989042306499251,2.7564909681589087e+41,3.7143305038575162e+28
Konvektif (Gercek Gozlem),TOI-791,1.28,1.474,44.58,8.147086808494236e+42,2.0193120178101227e+29
Radyatif (Gercek Gozlem),HD 360,1.69,10.86,1.86,3.306620093995764e+42,1.2864544344864655e+29
Konvektif (Gercek Gozlem),GJ 273,0.29,0.293,0.14973404430111503,1.232369665575511e+39,2.483549142703195e+27
Radyatif (Gercek Gozlem),TOI-813,1.32,1.94,8.2,2.0339690492721604e+42,1.008961112810223e+29
Radyatif (Gercek Gozlem),HAT-P-41,2.56,2.05,19.6,9.9633347993088e+42,2.2330817391461756e+29
Konvektif (Gercek Gozlem),TOI-1227,0.17,0.56,16.65,1.5353451191988005e+41,2.772076839844091e+28
Konvektif (Gercek Gozlem),HD 185283,0.8,0.743303,0.9,5.183859337432776e+40,1.6107526790011237e+28
Konvektif (Gercek Gozlem),HD 41004 A,0.95,0.85,2.0,1.56432632265e+41,2.7981174161075378e+28
Konvektif (Gercek Gozlem),CoRoT-14,1.13,1.21,9.0,1.1919585404727e+42,7.723832248841455e+28
Konvektif (Gercek Gozlem),HD 9446,1.0,1.0,4.0,3.87449244e+41,4.40361829113901e+28
Konvektif (Gercek Gozlem),HD 65216,0.874,0.88,1.0,7.449874063632e+40,1.93097532286498e+28
Radyatif (Gercek Gozlem),HIP 90988,1.613,3.94,3.47,2.1360670975135674e+42,1.0339742024867892e+29
Konvektif (Gercek Gozlem),47 UMa,1.06,1.21334,2.8,3.488198879605004e+41,4.178331347664507e+28
Radyatif (Gercek Gozlem),HAT-P-31,1.31,1.39,0.5,8.818829104995e+40,2.100911321517017e+28
Konvektif (Gercek Gozlem),HD 11964,0.91,2.00971,2.74,4.853780975762623e+41,4.928813049496806e+28
Konvektif (Gercek Gozlem),TOI-238,0.781,0.756,2.3,1.315392895524708e+41,2.5658425566759134e+28
Konvektif (Gercek Gozlem),HD 215497,0.67,0.85,1.67,9.212235381121502e+40,2.147260677928912e+28
Konvektif (Gercek Gozlem),Kepler-1817,0.878,0.915,6.6,5.135874136012621e+41,5.07001733289137e+28
Konvektif (Gercek Gozlem),HD 220197,0.91,0.98,1.5,1.2957271342470003e+41,2.5465900321855947e+28
Konvektif (Gercek Gozlem),HD 154345,0.89,0.85,1.2,8.79316059258e+40,2.097851586163227e+28
Konvektif (Gercek Gozlem),Teegarden's Star,0.097,0.12,2.0,2.2549546000800004e+39,3.3594730330007804e+27
Konvektif (Gercek Gozlem),K2-19,0.88,0.82,3.0,2.096875308528e+41,3.239578894556213e+28
Konvektif (Gercek Gozlem),HD 30177,0.98,1.019,2.8,2.7084019483029596e+41,3.6817883299860706e+28
Konvektif (Gercek Gozlem),K2-111,0.84,1.25,1.1,1.11875969205e+41,2.366304684124195e+28
Radyatif (Gercek Gozlem),HAT-P-67,1.73,2.62,35.8,1.571756436802188e+43,2.8047546831842144e+29
Konvektif (Gercek Gozlem),TOI-2373,1.041,1.102,2.7,3.000204890755255e+41,3.8750536117930737e+28
Konvektif (Gercek Gozlem),TRAPPIST-1,0.0898,0.1192,2.04,2.1151325368240708e+39,3.253651630561177e+27
Konvektif (Gercek Gozlem),Kepler-784,1.0,1.32,4.8,6.137196024960001e+41,5.542264593252619e+28
Konvektif (Gercek Gozlem),TOI-1246,0.8889,0.8649,1.0,7.4468675543608715e+40,1.9305856464085073e+28
Konvektif (Gercek Gozlem),K2-157,0.89,0.86,3.0,2.2241523851820006e+41,3.3364492832545395e+28
Konvektif (Gercek Gozlem),Kepler-20,0.929,0.9164,0.4,3.2984933461028643e+40,1.2848725892562478e+28
Konvektif (Gercek Gozlem),CoRoT-32,1.08,0.79,3.2,2.6445735598464003e+41,3.6381456682127414e+28
Konvektif (Gercek Gozlem),K2-32,0.83,0.86,0.7,4.839822231425999e+40,1.5563847368700842e+28
Konvektif (Gercek Gozlem),K2-25,0.2634,0.2932,8.8,6.58289965761268e+40,1.8151431275190724e+28
Konvektif (Gercek Gozlem),K2-339,0.74,0.72,3.2728451768529783,1.6890577708149761e+41,2.907532045682653e+28
Konvektif (Gercek Gozlem),HD 141399,1.07,1.387236,2.9,4.169528557280148e+41,4.568206573448538e+28
Konvektif (Gercek Gozlem),HD 7924,0.832,0.7821,1.35,8.508915428805793e+40,2.063665774982405e+28
Konvektif (Gercek Gozlem),TOI-2449,1.079,1.065,5.3,5.899317202802205e+41,5.433793529950983e+28
Konvektif (Gercek Gozlem),K2-229,0.87,0.79,2.46,1.63770727221738e+41,2.862993729329682e+28
Konvektif (Gercek Gozlem),tau Cet,0.783,0.83,1.3,8.183480148452701e+40,2.0238171632181815e+28
Konvektif (Gercek Gozlem),HD 3167,0.864,0.871,2.41,1.7567249383573344e+41,2.9652010233533185e+28
Radyatif (Gercek Gozlem),HIP 63242,1.54,10.275655,3.7,5.671354387549941e+42,1.684789514890348e+29
Konvektif (Gercek Gozlem),TOI-1203,0.886,1.179,1.4,1.416545044554276e+41,2.66267065890793e+28
Radyatif (Gercek Gozlem),HD 112640,1.8,39.0,3.6,2.4479043235920004e+43,3.500253332453431e+29
Konvektif (Gercek Gozlem),Kepler-1647,1.2207,1.7903,8.4,1.7781519435489122e+42,9.433800600564801e+28
Konvektif (Gercek Gozlem),HD 181234,0.94,1.059423,2.105,2.030505534028364e+41,3.1878974827466334e+28
Radyatif (Gercek Gozlem),HD 47366,1.81,7.3,4.3,5.5033193755449005e+42,1.6596427633302066e+29
Konvektif (Gercek Gozlem),K2-245,0.83,1.25,4.62,4.642852722007499e+41,4.820529131863912e+28
Radyatif (Gercek Gozlem),Kepler-91,1.31,6.3,6.8,5.435951638244401e+42,1.6494533990500725e+29
Konvektif (Gercek Gozlem),K2-290,1.194,1.511,6.5,1.1358918258588807e+42,7.539989571324334e+28
Konvektif (Gercek Gozlem),UCAC3 113-933,0.61,0.564484,11.22,3.742218617196668e+41,4.327796541993654e+28
Konvektif (Gercek Gozlem),HD 176986,0.789,0.782,1.1,6.57402373786158e+40,1.8139190089697754e+28
Konvektif (Gercek Gozlem),TRAPPIST-1,0.0898,0.1192,2.04,2.1151325368240708e+39,3.253651630561177e+27
Radyatif (Gercek Gozlem),TOI-4458,1.47,1.96,8.0,2.2326375236256e+42,1.0570885478571844e+29
Konvektif (Gercek Gozlem),HD 238090,0.578,0.57,2.0,6.382451396411999e+40,1.787294077180452e+28
Konvektif (Gercek Gozlem),TOI-1420,0.987,0.923,2.0,1.76483324366622e+41,2.9720362073078195e+28
Konvektif (Gercek Gozlem),Kepler-37,0.79,0.789,1.1,6.6412771776351e+40,1.8231737578653656e+28
Radyatif (Gercek Gozlem),kap And,2.768,2.109,142.2,8.040759794373981e+43,6.343819276656988e+29
Konvektif (Gercek Gozlem),WASP-132,0.789,0.758,3.3,1.911679025562306e+41,3.0932124225313774e+28
Radyatif (Gercek Gozlem),TIC 147027702,1.406,2.136,8.8,2.5599062912911484e+42,1.1319162424957068e+29
Konvektif (Gercek Gozlem),K2-156,0.66,0.62,1.8,7.134490379016001e+40,1.8896602883887659e+28
Radyatif (Gercek Gozlem),HATS-56,1.573,2.201,6.49,2.1764479653231015e+42,1.0437017274861186e+29
Konvektif (Gercek Gozlem),HAT-P-43,1.03,1.08,2.4,2.5859912341536e+41,3.5976240867880895e+28
Radyatif (Gercek Gozlem),NGTS-38,1.46,1.88,12.0,3.1904120547935996e+42,1.2636466397798979e+29
Konvektif (Gercek Gozlem),HAT-P-42,1.178,1.53,3.5,6.1102586162709e+41,5.530088150862589e+28
Konvektif (Gercek Gozlem),TOI-6324,0.269,0.293,2.0,1.5268793532174e+40,8.741875545265954e+27
Konvektif (Gercek Gozlem),TOI-172,1.128,1.777,5.1,9.901968263348614e+41,7.039843799223142e+28
Radyatif (Gercek Gozlem),HD 2952,1.91,10.9,1.92,3.8718267892012803e+42,1.3920672562223733e+29
Radyatif (Gercek Gozlem),TOI-375,1.441,2.9,2.97,1.202190396970563e+42,7.756912371431445e+28
Konvektif (Gercek Gozlem),Kepler-560,0.34,0.33,0.3308024858018874,3.5951453036952003e+39,4.2419005455944765e+27
Radyatif (Gercek Gozlem),PZ Tel,1.36,1.25646,73.0,1.2082735322025077e+43,2.4591492586031915e+29
Konvektif (Gercek Gozlem),HD 164604,0.77,0.78,2.0,1.163510079732e+41,2.4131667518910566e+28
Konvektif (Gercek Gozlem),HD 69830,0.86,0.886947,1.1,8.127250240217308e+40,2.0168522040351832e+28
Konvektif (Gercek Gozlem),HD 82943,1.08,1.1826,1.7,2.1031264146306964e+41,3.2444041411921647e+28
Konvektif (Gercek Gozlem),HATS-38,0.89,1.105,3.1,2.9530364323414507e+41,3.844471631294876e+28
